Acum,Coef,01310004-7,08375002-2,07308000-2,02500002-1,08112003-K,07331004-0,08112002-1,04506005-5,04506004-7,08370006-8,08381004-1,08318001-3,04540003-4,04711002-5,04520002-7,05402002-3,05735004-0,08375005-7,05404001-6,05423009-5,05423010-9,02500005-6,08371001-2,08374002-7,07321005-4,08117009-6,07358010-2,07322005-K,07322006-8,12586009-5,10411001-0,07322008-4,08381008-4,10107003-4,08381006-8,08380002-K,08380005-4,07308003-7,05423001-K,01020020-2,01020004-0,05740002-1,07352004-5,03434002-1,04535003-7,07321004-6,07321007-0,07378011-K,07374002-9,07374003-7,07321003-8,07322002-5,07322003-3,07317006-0,07317002-8,05423008-7,08375006-5,08382003-9,04516002-5,05410003-5,07376003-8,07351002-3,05423011-7,05705002-0,08382002-0,02112002-2,07355008-4,08381009-2,05730003-5,05730002-7,07322007-6,06008009-7,08380003-8,04716003-0,07106001-2,06033009-3,02500006-4,06013002-7,02500003-K,04506003-9,02500004-8,08123002-1,08375004-9,08122001-8,10440000-0,11332001-K,04302003-K,06043001-2,05722006-6,05722001-5,08381011-4,08210003-2,09129009-K,09129008-1,08382001-2,08382004-7,04714001-3,07340001-5,05530001-1,05421001-9,05421002-7,09107002-2,06034022-6,06033001-8,06034023-4,06033011-5,06034001-3,09107001-4,04400001-6,07121011-1,07335002-6,06011001-8,05427003-8,05420002-1,05420001-3,04311001-2,07104001-1,04700001-7,05703006-2,08393002-0,05415002-4,07308001-0,05111003-K,05423002-8,05422001-4,05424001-5,05420005-6,05425001-0,11020001-3,07381001-9,09402002-6,06132001-6,08220008-8,08324002-4,07375000-8,05716003-9,08700003-6,05411002-2,05411001-4,05734001-0,08383002-6,05741001-9,05746001-6,04557002-9,04556001-5,04810005-8,04810001-5,09433002-5,05415001-6,08366002-3,05320001-K,05423006-0,05423004-4,07116001-7,05721001-K,06018001-6,08381007-6,01610004-8,01730012-1,01730007-5,01730009-1,01710001-7,01610001-3,01610002-1,07378013-6,07378012-8,04810006-6,07100001-K,04533001-K,07341003-7,01050001-K,05730008-6,01730006-7,01730004-0,01730005-9,01730008-3,07354002-K,07354001-1,07356001-2,05410002-7,05421003-5,05403003-7,05423005-2,05420004-8,05426001-6,05425002-9,05403002-9,05423003-6,05410005-1,05410024-8,05426002-4,05410001-9,05200001-7,09406001-K,09404001-9,09402001-8,07355003-3,07355001-7,07355002-5,07355004-1,07355005-K,08220010-K,08220001-0,08220009-6,05713001-6,05716001-2,01720001-1,03050001-6,11342001-4,12825002-6,12284002-6,11545000-K,11536004-3,11542001-1,11530000-8,03041001-7,01050003-6,12825003-4,08312001-0,08313001-6,08312000-2,08307002-1,08334001-0,08394001-8,08317004-2,08319001-9,08317005-0,08317001-8,10431000-1,11312001-0,11337001-7,05402015-5,11335001-6,11310003-6,10683002-9,09122002-4,11335002-4,05402001-5,10311001-7,10330001-0,07350004-4,07350002-8,08332001-K,08333003-1,08821002-6,06003001-4,06008001-1,06008002-K,06018002-4,06018003-2,06018004-0,06008005-4,06019003-8,09130002-8,10304001-9,12820001-0,12563001-4,10122002-8,10122001-K,10122003-6,01502008-3,01502002-4,01044001-7,12288004-4,01001001-2,01001002-0,01201002-8,01201005-2,08820001-2,08530001-6,01041001-0,03814002-7,03814003-5,03815002-2,03815001-4,03814001-9,12876004-0,07331001-6,08114001-4,10305001-4,07339001-K,07336001-3,09140001-4,09129002-2,09123001-1,09129001-4,08821001-8,05101002-7,04713003-4,04712001-2,04713002-6,04713001-8,10432002-3,08118001-6,10432003-1,12865001-6,08117005-3,08117004-5,08117006-1,08117001-0,10327001-4,04730001-0,04703002-1,04716001-4,04716002-2,04716004-9,04711001-7,04703001-3,09116001-3,09118001-4,08123003-K,12285001-3,07440000-0,01010002-K,12660001-1,07306001-K,11143001-2,11141001-1,11147001-4,11504001-4,07372001-K,08385001-9,06009001-7,06027001-5,08385003-5,06013001-9,07103001-6,04314001-9,11315001-7,07372002-8,08385002-7,06027002-3,07379002-6,04314002-7,07320003-2,07379001-8,06015001-K,04313001-3,11536001-9,01410004-0,01410005-9,01410006-7,04531001-9,04530001-3,04531002-7,10343001-1,10343002-K,05735001-6,05735003-2,01050004-4,09123003-8,10121001-4,09126001-8,05406002-5,05707002-1,05705001-2,05406001-7,07307000-7,07112001-5,05707001-3,01001003-9,01201001-K,04532002-2,04532001-4,03802002-1,03802001-3,03453001-7,03450001-0,03431002-5,03431001-7,03430001-1,03434003-K,03434001-3,03431003-3,03430003-8,03430002-K,06002001-9,01730001-6,01730003-2,06008003-8,11316001-2,10135001-0,10134001-5,11151001-6,12861001-4,04704002-7,04704001-9,09405001-4,08700002-8,09151002-2,10362001-5,01020002-4,08131001-7,08132001-2,08130002-K,12284005-0,09434001-2,09104002-6,08323001-0,08323002-9,11521001-7,08822002-1,04320001-1,04323001-8,04323003-4,04335001-3,04110001-K,04323002-6,04331001-1,11307001-3,10110002-2,11020002-1,11020003-K,10701002-5,10363002-9,10355003-3,10100002-8,10142002-7,10142001-9,10142003-5,10704002-1,10702001-2,10702002-0,12288002-8,08110001-2,08119001-1,08115001-K,10322003-3,04523001-5,11147002-2,04516001-7,04513001-0,12448001-9,04511001-K,04511002-8,04540001-8,04523002-3,10904001-0,12561001-3,12876001-6,04516003-3,12287001-4,01021002-K,04540002-6,04537001-1,04537002-K,04535002-9,04535004-5,12872001-4,12400004-1,10100001-K,10100006-0,07314001-3,03802003-K,03820001-1,03804003-0,03820002-K,03826001-4,03825001-9,03820003-8,02113001-K,11310001-K,07200002-1,08316002-0,10405002-6,10405001-8,09134001-1,04503001-6,04506002-0,04502002-9,04502001-0,04501002-3,04501001-5,11500002-0,11505001-K,04726001-9,04723001-2,04721001-1,04726002-7,10137001-1,10138001-7,04304001-4,01041002-9,08135002-7,08133001-8,08123001-3,08141001-1,08135001-9,08124001-9,08133002-6,08140002-4,08124002-7,11520002-K,03404001-K,05401002-8,05401003-6,05400002-2,04301003-4,04301002-6,03022001-3,10405005-0,01300002-6,11405001-6,08381003-3,08381002-5,08381001-7,08386002-2,08381010-6,08383001-8,08386001-4,08380001-1,08380006-2,03041005-K,08430001-2,08134002-1,08134003-K,12284007-7,12284006-9,12284004-2,06000001-8,06000003-4,12586001-K,01020003-2,01021001-1,08720001-9,12585002-2,08821006-9,10431001-K,10133000-1,05220002-4,05221001-1,05221002-K,04558001-6,04550003-9,04550001-2,10102001-0,07379005-0,07374001-0,08317002-6,09416001-4,08910001-1,10313001-8,01201003-6,01210003-5,01210002-7,01202001-5,01211001-4,01211002-2,01210001-9,02104005-3,02110007-2,02101001-4,02112005-7,02112006-5,02112007-3,02110008-0,02104004-5,02104003-7,02110031-5,02110003-K,02104001-0,02120001-8,02110001-3,02110004-8,02112001-4,02104002-9,02104013-4,02110002-1,07400001-0,08308000-0,07357002-6,07357001-8,07359001-9,07359003-5,07350005-2,07350003-6,07350001-K,07351001-5,08144001-8,08304001-7,07119001-3,07117001-2,07119002-1,07117008-K,11516002-8,04520003-5,04520001-9,05405001-1,08355001-5,09103001-2,09102001-7,09102002-5,11308001-9,09436001-3,05748001-7,05740001-3,05710002-8,05704001-7,05710001-K,05717003-4,05717002-6,05701001-0,05701002-9,05717005-0,05701009-6,05704002-5,08351001-3,08350001-8,08352001-9,03421002-0,03421001-2,10503001-0,05737005-K,05737019-K,05722003-1,05722002-3,05722007-4,05730011-6,05722004-K,05737002-5,07120001-9,07123001-5,07121006-5,07308002-9,07321002-K,07322004-1,07382001-4,07300001-7,07383001-K,07361001-K,07322001-7,07303000-5,10414001-7,10411003-7,11701001-5,07317005-2,07317001-K,07317003-6,08343001-K,05720001-4,11143002-0,04515001-1,04515002-K,04514001-6,09127001-3,08330001-9,11514001-9,11532000-9,10356001-2,10411002-9,08112001-3,08362001-3,10306001-K,11302001-6,08119002-K,08105006-6,08105001-5,08106001-0,08106002-9,05706001-8,12806001-4,12805001-9,11310002-8,05715001-7,12280002-4,12280001-6,11040001-2,11020005-6,07115001-1,04533002-8,04534001-5,06006001-0,08313000-8,11711000-1,11710000-6,05101001-9,09422001-7,12622001-4,12452001-0,07332001-1,07335001-8,07330001-0,07335003-4,05120001-2,05110002-6,05110001-8,10454001-5,01050002-8,10328001-K,08210001-6,08375001-4,08372002-6,11314001-1,12291001-6,12403001-3,09418001-5,10514001-0,10523002-8,10520001-3,03414001-4,12125002-0,07341001-0,07342001-6,07343001-1,09101002-K,09101001-1,05414001-0,07358002-1,07358003-K,07358001-3,09433001-7,09135001-7,09131001-5,04900001-4,04901001-K,04902001-5,09113001-7,09111001-6,08117008-8,09106001-9,10344003-3,10344001-7,10344004-1,10340001-5,10364001-6,10360001-4,08356001-0,04522002-8,04520004-3,04522001-K,06056001-3,12878001-7,08341001-9,08342001-4,08130001-1,09115000-K,08821003-4,12286002-7,12930001-9,12600001-4,08376001-K,02105001-6,02105005-9,02105002-4,05721016-8,01310003-9,01310002-0,01310005-5,01310001-2,12582001-8,12863002-3,02103003-1,02510001-8,10111001-K,10113001-0,02103018-K,02103001-5,02103002-3,10113003-7,02103004-K,02111002-7,10140001-8,08104001-K,12289003-1,12289002-3,12289001-5,12802001-2,02103014-7,11318001-3,11317001-8,05100001-3,12271000-9,01730002-4,04512001-5,07102005-3,07104002-K,07102001-0,01300009-3,01300001-8,11020004-8,12288003-6,06025001-4,06028001-0,06035001-9,02105007-5,09423001-2,09437001-9,09430001-0,09437002-7,09420001-6,04302001-3,10351001-5,09405007-3,09105001-3,09104001-8,10401001-6,09414001-3,09412001-2,12400003-3,03806001-5,03804002-2,03804004-9,03804001-4,12585001-4,12285003-K,09400000-9,08822001-3,04306001-5,04305001-K,04308001-6,07337001-9,03041003-3,03041004-1,11130001-1,08359001-7,08358001-1,02500001-3,10903001-5,03041002-5,12284003-4,09421002-K,05702001-6,05703003-8,05703002-K,05703004-6,05703001-1,01051001-5,01051002-3,02105008-3,05730006-K,05730004-3,05730005-1
1,alpha_1,20.645,62.898,34.723,61.41,NA,330.928,39.301,NA,NA,17.837,NA,NA,NA,NA,1.923,NA,NA,31.997,122.365,NA,NA,75.692,107.866,21.362,13.116,15.525,19.982,209.172,51.924,4.565,NA,101.197,NA,695.997,NA,1279.738,58.541,30.595,10.32,21268.924,17.614,NA,141.349,2.987,NA,NA,104.222,71.779,56.408,186.773,79.196,20.958,NA,NA,332.967,NA,62.099,NA,NA,NA,257.622,1521.512,NA,2973.872,NA,162.422,307.46,NA,NA,NA,64.913,2528.775,NA,NA,NA,0.107,42.995,NA,24.622,14.341,12.303,NA,17.821,4.961,5.215,NA,NA,1.405,NA,1.652,NA,13.014,NA,739.379,NA,NA,15.661,NA,NA,NA,2.408,NA,102.225,398.049,184.269,9.701,NA,4.415,0.433,NA,3.615,2.863,NA,NA,NA,0.651,NA,NA,19.995,7.194,NA,2,NA,NA,27.614,NA,NA,NA,NA,2.123,NA,0.198,8.413,294.925,NA,30.665,52.107,NA,1.856,0.418,NA,0.655,24.748,1.771,NA,11.554,0.779,NA,NA,21.985,1.857,NA,NA,1.694,3.357,0.992,NA,16.016,7.811,2.443,NA,NA,NA,37.739,7.199,89.927,NA,NA,NA,579.47,NA,0.34,NA,NA,NA,NA,3.181,NA,NA,2.325,NA,NA,NA,NA,NA,NA,0.989,0.99,NA,0.782,NA,NA,1.16,NA,13.446,26.666,NA,NA,45.057,NA,NA,197.645,1.713,10.23,NA,2.96,NA,2.701,10.433,120.189,2.819,117.517,148.973,142.378,166.438,3.089,10.411,1381.39,33.043,37.303,5.28,27.262,8.031,5.861,120.908,169.047,217.758,10.545,61.71,14.544,25.062,64.083,NA,6.966,NA,4.99,24.326,1.851,31.427,NA,NA,289.74,3.087,1527.69,41.065,6.428,NA,NA,NA,NA,NA,1.817,2.323,NA,9.912,9.563,16.473,NA,9.935,22.781,5.194,1.964,8.833,314.707,195.031,6.362,NA,6.438,93.193,NA,78.054,NA,0.718,1.074,3.004,NA,126.227,NA,1.646,2.308,2.387,2.599,4.992,7.456,16.682,NA,236.684,NA,NA,2.115,NA,NA,9.084,5.755,5.076,42.679,1.496,158.35,70.688,NA,12.089,0.236,0.935,NA,NA,0.229,1.153,NA,12.131,NA,NA,4.564,NA,NA,6.262,NA,4.607,7.548,20.41,NA,3.53,40.361,NA,1.124,NA,3.152,3.402,NA,16.872,NA,NA,NA,20.78,0.489,11.394,624.262,8.573,0.817,10.792,1.033,NA,NA,NA,0.574,0.184,4.822,25.708,1.048,NA,4.619,NA,7.398,16.225,NA,8.727,1.954,0.305,NA,2.868,NA,1.486,7.954,NA,0.096,NA,1.857,0.259,0.143,NA,1.918,3.074,0.006,NA,NA,2.792,NA,37.636,NA,4.471,NA,5.214,NA,5.671,NA,14.041,2.787,1.282,6.296,44.748,845.742,3.079,3.503,NA,1.926,6.312,0.859,3.165,3.102,12.329,11.068,1.875,38.657,0.616,0.907,NA,0.328,NA,NA,NA,5.125,NA,NA,NA,39.466,4.351,256.303,9.379,NA,NA,11.485,26.343,NA,19.732,NA,NA,NA,NA,7.57,NA,16.153,NA,0.848,11.157,NA,1.077,NA,0.176,2.624,7.091,5.255,NA,26.551,78.996,NA,0.054,NA,NA,NA,5.188,11.157,NA,11.033,NA,NA,0.438,NA,0.858,0.323,0.924,0.565,1.089,3.737,47.078,480.82,4.494,NA,6.836,0.481,NA,NA,NA,NA,0.769,NA,9.856,0.123,0.611,0.423,NA,6.016,NA,NA,34.306,4.096,NA,15.484,3.02,NA,5.992,NA,10.715,4.265,61.479,1.699,NA,6.981,NA,NA,1.566,77.847,14.075,62.337,42.423,256.631,NA,NA,NA,NA,2.279,NA,438.594,4.551,21.252,81.886,9.875,1.93,3.687,4.526,NA,NA,13.819,2.266,0.986,3.85,337.285,NA,260.213,1.981,57.992,NA,NA,0.035,0.393,NA,NA,9.081,1219.536,1.726,2.519,8.024,7.269,207.941,4.233,NA,NA,NA,1.893,NA,74.808,NA,NA,5.964,0.632,5.733,14.509,NA,NA,10.634,1226.962,NA,NA,1.875,38.277,1.494,NA,6.11,188.783,68.188,0.734,NA,1.5,NA,6.516,NA,NA,6.586,24.175,NA,NA,12.562,NA,NA,NA,NA,1343.312,NA,0.106,NA,NA,NA,9.22,NA,5.649,8.407,1.179,NA,NA,NA,3.646,NA,NA,6.688,57.596,NA,294.383,3.593,6.44,NA,NA,NA,0.643,10.156,NA,1205.004,NA,2.869,NA,NA,NA,8.729,NA,0.932,81.088,1.452,0.146,NA,NA,3.761,3.66,NA,1.003,8.136,42.683,NA,31.798,2.423,NA,0.243,10.018,41.809,4.496,NA,0.28,0.846,8.486,24.991,23.699,1577.304,5.184,2.183,11.544,7.99,8.2,4.349,313.718,NA,3.855,62.694,9.569,1.201,31.225,9.754,3.814,NA,23.399,NA,25.844,9.764,2.986,0.143,NA,5.081,37.289,255.112,727.563,0.613,NA,9.049,11.36,1.616,1.102,3.971,NA,0.345,0.432,NA,NA,4.49,9.905,NA,18.484,14.095,NA,21.684,933.301,NA,22.72,18.823,30.912,1.266,86.409,1.376,NA,1.045,3.992,24.291,0.932,NA,NA,2.905,5.264,5.454,9.943,NA,NA,NA,11.199,NA,NA,3.986,38.317,NA,56.785,9.856,5.019,NA,2.69,0.208,NA,NA,NA,7.399,NA,5.718,1.785,2111.716,6524.693,29.629,16.619,5.836,2.061,0.484,33.496,1.687,21.907,NA,9.495,NA,NA,5.235,11.35,NA,19.067,5.899,NA,87.958,72.719,55.915,NA,NA,NA,5.855,3.234,NA,33.196,26.035,10.471,155.661,NA,4.486,0.971,NA,2.832,0.418,3.335,3.046,NA,2.312,9.304,5.318,48.143,NA,5.887,0.324,6.604,1090.449,NA,NA,15.403,13.021,6.229,12.218,NA,NA,1.729,6.805,9.528,7.835,147.029,0.373,1.148,NA,NA,3.724,15.898,1126.677,NA,NA,NA,1.213,NA,6.458,6.032,18.686,NA,5.04,NA,1.983,2.594,3.807,330.72,3.355,NA,NA,NA,NA,52841.169,NA,NA,NA,NA,NA
1,alpha_2,12.519,51.475,32.064,49.66,NA,538.177,49.108,NA,NA,10.435,NA,NA,NA,NA,2.619,NA,NA,16.116,271.999,NA,NA,66.574,61.039,18.35,14.154,30.435,17.954,104.726,53.754,9.977,NA,85.102,NA,3971.309,NA,614.841,50.546,30.219,10.568,NA,11.726,NA,139.344,4.428,NA,NA,82.437,44.821,55.709,119.539,62.262,24.351,NA,NA,156.098,NA,63.466,NA,NA,NA,365.736,461.976,NA,1607.747,NA,36.212,499.406,NA,NA,NA,85.578,350.855,NA,NA,NA,0.887,62.182,NA,74.184,21.891,10.05,NA,33.064,5.064,3.026,NA,NA,1.507,NA,3.522,NA,14.91,620.494,NA,NA,NA,19.172,NA,NA,NA,1.842,NA,55.407,2083.497,113.614,12.152,NA,7.731,0.515,NA,4.708,7.485,NA,NA,NA,1.171,NA,NA,17.925,2.838,NA,6.577,NA,NA,43.203,NA,NA,NA,NA,2.281,NA,0.244,3.911,291.382,4039.157,19.412,43.047,NA,2.805,0.975,NA,0.454,19.942,1.311,NA,15.76,1.084,NA,NA,26.097,1.473,NA,NA,1.831,6.145,2.348,NA,38.121,6.283,1.486,NA,NA,NA,10.683,7.235,118.184,NA,NA,NA,770.424,NA,0.363,NA,NA,NA,NA,4.079,NA,NA,4.227,NA,NA,NA,NA,NA,NA,0.885,1.332,NA,0.891,NA,NA,1.837,NA,27.642,43.383,NA,NA,30.867,NA,NA,139.001,3.062,10.377,NA,3,NA,4.435,11.519,98.413,3.079,191.576,106.602,166.045,140.561,3.315,9.207,NA,33.624,34.193,12.739,48.998,6.47,5.638,435.981,43.654,1303.207,13.53,11.029,44.441,19.931,537.293,NA,14.657,NA,5.045,34.911,0.964,55.396,NA,NA,565.749,9.383,NA,15.504,8.263,NA,NA,NA,NA,NA,1.818,1.984,NA,10.347,7.881,26.269,NA,13.107,24.686,29.275,3.931,3.431,NA,181.403,3.311,NA,1.898,136.421,NA,51.18,NA,2.739,2.494,3.752,NA,98.852,NA,0.979,1.344,2.122,1.902,7.424,4.757,24.932,NA,NA,NA,NA,1.904,NA,NA,4.32,9.09,1.943,27.338,1.528,66.388,78.613,NA,17.34,0.279,1.943,NA,NA,0.32,1.586,NA,25.399,NA,NA,6.276,9335.657,NA,7.171,NA,6.526,3.458,43.072,NA,3.531,72.369,NA,1.363,NA,4.798,3.865,NA,7.999,NA,NA,NA,14.763,0.804,20.161,354.106,13.318,1.323,13.433,1.664,NA,NA,NA,1.24,0.398,2.953,14.587,1.448,NA,6.445,NA,13.287,28.374,NA,12.471,1.455,0.21,NA,4.261,NA,0.844,3.524,NA,0.243,NA,3.227,0.178,1.308,NA,4.824,3.588,0.016,NA,NA,1.981,NA,59.106,NA,1.72,NA,5.149,NA,10.725,NA,7.613,3.47,2.065,6.425,26.96,856.091,2.826,1.669,NA,1.689,4.977,1.558,7.008,4.944,11.816,16.167,1.54,17.053,1.078,2.22,NA,0.415,NA,NA,NA,4.075,NA,NA,NA,14.784,1.774,421.957,10.56,NA,NA,7.334,42.173,NA,44.018,1322.709,NA,NA,NA,8.948,NA,22.678,NA,1.673,8.126,NA,1.896,NA,0.216,2.571,10.694,2.447,NA,19.092,36.824,NA,0.189,NA,NA,NA,5.349,2.26,NA,21.133,NA,NA,0.734,NA,1.836,0.408,1.296,1.919,0.294,7.183,85.978,54.785,3.503,NA,7.571,0.729,NA,NA,NA,NA,1.387,120.543,13.028,0.122,1.308,0.868,NA,6.43,NA,NA,36.326,4.854,NA,15.378,2.124,NA,3.962,NA,11.12,2.018,223.675,1.099,NA,10.661,NA,NA,1.951,40.843,4.852,43.68,16.018,166.788,NA,NA,NA,NA,1.981,NA,1071.982,9.071,25.274,107.682,11.408,2.172,3.109,2.983,NA,NA,19.89,2.705,0.432,1.349,404.929,NA,327.465,0.994,55.255,NA,NA,0.03,1.38,NA,NA,6.28,750.166,1.073,2.306,13.422,12.378,325.346,2.376,NA,NA,NA,3.503,226.565,84.791,NA,NA,1.462,0.795,0.756,1.516,NA,NA,8.74,136.907,NA,NA,0.542,3.116,0.587,NA,2.541,5.432,34.089,0.902,71.13,1.399,NA,7.67,NA,NA,7.043,18.957,NA,NA,16.884,NA,NA,NA,NA,902.08,NA,0.356,NA,NA,NA,16.824,NA,5.085,14.262,1.395,NA,NA,NA,5.689,NA,NA,8.191,45.702,NA,NA,5.762,7.726,NA,NA,NA,1.041,25.103,NA,750.602,NA,6.065,NA,NA,NA,5.975,NA,0.812,13.732,1.346,0.37,NA,NA,7.401,7.376,NA,1.578,8.653,62.035,NA,33.084,2.256,NA,2.604,9.753,82.922,4.868,NA,0.244,1.443,12.548,31.516,11.479,458.02,4.498,1.099,17.31,10.391,9.177,4.372,118.212,NA,8.015,119.931,12.337,1.608,20.742,9.461,2.428,NA,13.267,NA,31.483,10.091,4.275,0.073,NA,8.605,37.253,271.912,958.22,0.918,NA,6.945,7.536,1.356,0.965,3.805,NA,0.46,0.508,NA,NA,4.646,17.864,NA,20.391,4.016,NA,22.51,NA,NA,26.522,33.262,26.72,2.123,58.021,0.868,NA,0.857,2.211,73.775,1.665,NA,NA,2.084,9.559,6.278,17.255,NA,NA,NA,17.986,NA,NA,5.752,60.999,NA,54.936,16.273,9.516,NA,2.088,0.281,NA,NA,NA,6.216,NA,5.447,1.04,5479.625,60076.111,106.052,7.964,4.968,1.899,0.293,10.693,1.34,475.114,NA,1.343,NA,NA,3.743,11.951,NA,17.981,14.77,NA,98.395,116.232,85.048,NA,NA,NA,4.92,4.452,NA,44.347,21.073,9.629,108.409,NA,3.777,1.685,NA,16.415,0.783,7.754,5.479,NA,2.022,2.434,6.833,129.85,NA,8.926,0.542,23.483,931.765,NA,NA,36.956,38.459,11.635,12.183,5758.683,NA,2.038,3.93,23.606,13.803,789.557,0.812,2.023,NA,NA,4.044,29.92,1865.635,NA,NA,NA,1.94,NA,5.458,5.348,16.231,NA,4.864,NA,1.524,1.764,3.876,NA,3.458,NA,NA,NA,NA,NA,2293.304,NA,NA,NA,NA
